algorithm,config_id,backend_name,execution_type,shots,num_qubits,optimization_level,transpiled_depth,result_id,source_file,row_id,cohort,output_width,k,target_group,register_aligned,candidate_correct,candidate,stored_dsr,n1,n2,contrast,pair_mass,top_mass,gap,rank_p,unique,target_mass,wrong_max_count,target_mean_signed,target_dsr,target_sum_signed,target_min_signed,target_coverage,target_min_count,target_max_count,pass_inspect_all,pass_unique_mode,pass_contrast_0.2,pass_contrast_0.5,pass_contrast_0.8,pass_rank_0.05,pass_rank_0.01,pass_contrast_0.2_and_rank_0.05,pass_gap_0.05
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122550.json,449,primary,2,1,singleton,False,1.0,01,0.77641,866,109,0.7764102564102564,0.9521484375,0.845703125,0.7392578125,5.917834948604771e-147,True,0.845703125,109,0.7764102564102564,0.7764102564102564,0.7764102564102564,0.7764102564102564,1.0,866,866,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122617.json,450,primary,2,1,singleton,False,1.0,01,0.759919,865,118,0.7599186164801628,0.9599609375,0.8447265625,0.7294921875,5.291529982442255e-141,True,0.8447265625,118,0.7599186164801628,0.7599186164801628,0.7599186164801628,0.7599186164801628,1.0,865,865,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122643.json,451,primary,2,1,singleton,False,1.0,01,0.734021,841,129,0.734020618556701,0.947265625,0.8212890625,0.6953125,1.2572577705808326e-128,True,0.8212890625,129,0.734020618556701,0.734020618556701,0.734020618556701,0.734020618556701,1.0,841,841,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122709.json,452,primary,2,1,singleton,False,1.0,01,0.769784,861,112,0.7697841726618705,0.9501953125,0.8408203125,0.7314453125,8.818253256080261e-144,True,0.8408203125,112,0.7697841726618705,0.7697841726618705,0.7697841726618705,0.7697841726618705,1.0,861,861,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122735.json,453,primary,2,1,singleton,False,1.0,01,0.732235,841,130,0.7322348094747683,0.9482421875,0.8212890625,0.6943359375,4.701952959613606e-128,True,0.8212890625,130,0.7322348094747683,0.7322348094747683,0.7322348094747683,0.7322348094747683,1.0,841,841,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122801.json,454,primary,2,1,singleton,False,1.0,01,0.779367,871,108,0.7793667007150153,0.9560546875,0.8505859375,0.7451171875,7.411650657277678e-149,True,0.8505859375,108,0.7793667007150153,0.7793667007150153,0.7793667007150153,0.7793667007150153,1.0,871,871,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122828.json,455,primary,2,1,singleton,False,1.0,01,0.763507,865,116,0.763506625891947,0.9580078125,0.8447265625,0.7314453125,3.019165705584578e-142,True,0.8447265625,116,0.763506625891947,0.763506625891947,0.763506625891947,0.763506625891947,1.0,865,865,True,True,True,True,False,True,True,True,True
QFT,SR2,Ankaa-3,AWS_BRAKET,1024,2,,32.0,SR2_AWS-QPU_000,SR2_AWS_Ankaa-3_20260220_122854.json,456,primary,2,1,singleton,False,1.0,01,0.814624,881,90,0.8146240988671473,0.9482421875,0.8603515625,0.7724609375,7.522373124716899e-164,True,0.8603515625,90,0.8146240988671473,0.8146240988671473,0.8146240988671473,0.8146240988671473,1.0,881,881,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,113.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_122128.json,457,primary,3,1,singleton,False,1.0,101,0.801339,807,89,0.8013392857142857,0.875,0.7880859375,0.701171875,1.5944045228506012e-145,True,0.7880859375,89,0.8013392857142857,0.8013392857142857,0.8013392857142857,0.8013392857142857,1.0,807,807,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,113.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_122919.json,458,primary,3,1,singleton,False,1.0,101,0.851934,838,67,0.8519337016574585,0.8837890625,0.818359375,0.7529296875,2.241157952197538e-170,True,0.818359375,67,0.8519337016574585,0.8519337016574585,0.8519337016574585,0.8519337016574585,1.0,838,838,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,100.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_122946.json,459,primary,3,1,singleton,False,1.0,101,0.812636,832,86,0.8126361655773421,0.896484375,0.8125,0.728515625,4.339578676952277e-154,True,0.8125,86,0.8126361655773421,0.8126361655773421,0.8126361655773421,0.8126361655773421,1.0,832,832,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,100.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_123012.json,460,primary,3,1,singleton,False,1.0,101,0.798283,838,94,0.7982832618025751,0.91015625,0.818359375,0.7265625,5.926052778579918e-150,True,0.818359375,94,0.7982832618025751,0.7982832618025751,0.7982832618025751,0.7982832618025751,1.0,838,838,True,True,True,True,False,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,113.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_123039.json,461,primary,3,1,singleton,False,1.0,101,0.830435,842,78,0.8304347826086956,0.8984375,0.822265625,0.74609375,1.142381819838473e-162,True,0.822265625,78,0.8304347826086956,0.8304347826086956,0.8304347826086956,0.8304347826086956,1.0,842,842,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,97.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_123106.json,462,primary,3,1,singleton,False,1.0,101,0.901709,890,46,0.9017094017094017,0.9140625,0.869140625,0.82421875,1.0229615431956323e-203,True,0.869140625,46,0.9017094017094017,0.9017094017094017,0.9017094017094017,0.9017094017094017,1.0,890,890,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,113.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_123132.json,463,primary,3,1,singleton,False,1.0,101,0.866523,867,62,0.8665231431646933,0.9072265625,0.8466796875,0.7861328125,1.955179091814787e-182,True,0.8466796875,62,0.8665231431646933,0.8665231431646933,0.8665231431646933,0.8665231431646933,1.0,867,867,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,97.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_123158.json,464,primary,3,1,singleton,False,1.0,101,0.879874,892,57,0.8798735511064278,0.9267578125,0.87109375,0.8154296875,1.0075727936148349e-193,True,0.87109375,57,0.8798735511064278,0.8798735511064278,0.8798735511064278,0.8798735511064278,1.0,892,892,True,True,True,True,True,True,True,True,True
QFT,SR3,Ankaa-3,AWS_BRAKET,1024,3,,100.0,SR3_AWS-QPU_000,SR3_AWS_Ankaa-3_20260220_123228.json,465,primary,3,1,singleton,False,1.0,101,0.723404,810,130,0.723404255319149,0.91796875,0.791015625,0.6640625,1.0945205375310241e-120,True,0.791015625,130,0.723404255319149,0.723404255319149,0.723404255319149,0.723404255319149,1.0,810,810,True,True,True,True,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,173.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_122200.json,466,primary,4,1,singleton,False,1.0,0110,0.209076,373,244,0.20907617504051865,0.6025390625,0.3642578125,0.1259765625,2.3265260497825503e-07,True,0.3642578125,244,0.20907617504051865,0.20907617504051865,0.20907617504051865,0.20907617504051865,1.0,373,373,True,True,True,False,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,175.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123254.json,467,primary,4,1,singleton,False,0.0,0100,0.0,353,319,0.050595238095238096,0.65625,0.3447265625,0.033203125,0.20298241936797892,True,0.3115234375,353,-0.050595238095238096,0.0,-0.050595238095238096,-0.050595238095238096,1.0,319,319,True,True,False,False,False,False,False,False,False
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,174.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123321.json,468,primary,4,1,singleton,False,1.0,0110,0.617857,453,107,0.6178571428571429,0.546875,0.4423828125,0.337890625,1.2622435814828138e-51,True,0.4423828125,107,0.6178571428571429,0.6178571428571429,0.6178571428571429,0.6178571428571429,1.0,453,453,True,True,True,True,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,174.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123348.json,469,primary,4,1,singleton,False,1.0,0110,0.546429,433,127,0.5464285714285714,0.546875,0.4228515625,0.298828125,4.801286339769911e-40,True,0.4228515625,127,0.5464285714285714,0.5464285714285714,0.5464285714285714,0.5464285714285714,1.0,433,433,True,True,True,True,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,181.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123415.json,470,primary,4,1,singleton,False,1.0,0110,0.677711,557,107,0.677710843373494,0.6484375,0.5439453125,0.439453125,2.934428264546229e-74,True,0.5439453125,107,0.677710843373494,0.677710843373494,0.677710843373494,0.677710843373494,1.0,557,557,True,True,True,True,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,169.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123441.json,471,primary,4,1,singleton,False,1.0,0110,0.586919,461,120,0.5869191049913941,0.5673828125,0.4501953125,0.3330078125,4.595798155282062e-48,True,0.4501953125,120,0.5869191049913941,0.5869191049913941,0.5869191049913941,0.5869191049913941,1.0,461,461,True,True,True,True,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,176.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123508.json,472,primary,4,1,singleton,False,1.0,0110,0.333333,292,146,0.3333333333333333,0.427734375,0.28515625,0.142578125,2.692222898941404e-12,True,0.28515625,146,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,292,292,True,True,True,False,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,171.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123534.json,473,primary,4,1,singleton,False,1.0,0110,0.602585,496,123,0.6025848142164781,0.6044921875,0.484375,0.3642578125,5.364160501090367e-54,True,0.484375,123,0.6025848142164781,0.6025848142164781,0.6025848142164781,0.6025848142164781,1.0,496,496,True,True,True,True,False,True,True,True,True
QFT,SR4,Ankaa-3,AWS_BRAKET,1024,4,,158.0,SR4_AWS-QPU_000,SR4_AWS_Ankaa-3_20260220_123600.json,474,primary,4,1,singleton,False,1.0,0110,0.680891,453,86,0.6808905380333952,0.5263671875,0.4423828125,0.3583984375,3.586829436019776e-61,True,0.4423828125,86,0.6808905380333952,0.6808905380333952,0.6808905380333952,0.6808905380333952,1.0,453,453,True,True,True,True,False,True,True,True,True
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,269.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_122318.json,475,primary,5,1,singleton,False,0.0,11111,0.0,119,111,0.034782608695652174,0.224609375,0.1162109375,0.0078125,0.6444875024764257,True,0.0283203125,119,-0.6081081081081081,0.0,-0.6081081081081081,-0.6081081081081081,1.0,29,29,True,True,False,False,False,False,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,220.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124008.json,476,primary,5,1,singleton,False,0.0,10001,0.0,113,103,0.046296296296296294,0.2109375,0.1103515625,0.009765625,0.5403901087547001,True,0.0458984375,113,-0.4125,0.0,-0.4125,-0.4125,1.0,47,47,True,True,False,False,False,False,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,263.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124010.json,477,primary,5,1,singleton,False,0.0,10111,0.0,64,63,0.007874015748031496,0.1240234375,0.0625,0.0009765625,0.999999999999999,True,0.056640625,64,-0.04918032786885246,0.0,-0.04918032786885246,-0.04918032786885246,1.0,58,58,True,True,False,False,False,False,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,226.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124036.json,478,primary,5,1,singleton,False,1.0,10101,0.141509,121,91,0.14150943396226415,0.20703125,0.1181640625,0.029296875,0.04614513969668872,True,0.1181640625,91,0.14150943396226415,0.14150943396226415,0.14150943396226415,0.14150943396226415,1.0,121,121,True,True,False,False,False,True,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,189.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124102.json,479,primary,5,1,singleton,False,0.0,11001,0.0,144,100,0.18032786885245902,0.23828125,0.140625,0.04296875,0.005797052264521836,True,0.0244140625,144,-0.7041420118343196,0.0,-0.7041420118343196,-0.7041420118343196,1.0,25,25,True,True,False,False,False,True,True,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,207.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124103.json,480,primary,5,1,singleton,False,0.0,11001,0.0,87,83,0.023529411764705882,0.166015625,0.0849609375,0.00390625,0.8181059679029429,True,0.0380859375,87,-0.38095238095238093,0.0,-0.38095238095238093,-0.38095238095238093,1.0,39,39,True,True,False,False,False,False,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,193.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124129.json,481,primary,5,1,singleton,False,0.0,11101,0.0,96,77,0.10982658959537572,0.1689453125,0.09375,0.0185546875,0.17097186370126674,True,0.0390625,96,-0.4117647058823529,0.0,-0.4117647058823529,-0.4117647058823529,1.0,40,40,True,True,False,False,False,False,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,263.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124130.json,482,primary,5,1,singleton,False,0.0,10111,0.0,117,86,0.15270935960591134,0.1982421875,0.1142578125,0.0302734375,0.034981310196697514,True,0.0341796875,117,-0.5394736842105263,0.0,-0.5394736842105263,-0.5394736842105263,1.0,35,35,True,True,False,False,False,True,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,194.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124156.json,483,primary,5,1,singleton,False,0.0,11111,0.0,124,87,0.17535545023696683,0.2060546875,0.12109375,0.0361328125,0.013012554152295751,True,0.029296875,124,-0.6103896103896104,0.0,-0.6103896103896104,-0.6103896103896104,1.0,30,30,True,True,False,False,False,True,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,332.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124222.json,484,primary,5,1,singleton,False,1.0,10101,0.050847,93,84,0.05084745762711865,0.1728515625,0.0908203125,0.0087890625,0.5477509096395391,True,0.0908203125,84,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.05084745762711865,1.0,93,93,True,True,False,False,False,False,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,255.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124248.json,485,primary,5,1,singleton,False,0.0,01101,0.0,180,135,0.14285714285714285,0.3076171875,0.17578125,0.0439453125,0.013045798684915014,True,0.0625,180,-0.47540983606557374,0.0,-0.47540983606557374,-0.47540983606557374,1.0,64,64,True,True,False,False,False,True,False,False,False
QFT,SR5,Ankaa-3,AWS_BRAKET,1024,5,,233.0,SR5_AWS-QPU_000,SR5_AWS_Ankaa-3_20260220_124314.json,486,primary,5,1,singleton,False,0.0,10000,0.0,265,94,0.4763231197771588,0.3505859375,0.2587890625,0.1669921875,5.538469145029258e-20,True,0.0224609375,265,-0.8402777777777778,0.0,-0.8402777777777778,-0.8402777777777778,1.0,23,23,True,True,True,False,False,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_000,BV10-ALT_IBM_ibm_fez_20260717_134304.json,487,primary,10,1,singleton,False,1.0,0101010101,0.90172,774,40,0.9017199017199017,0.794921875,0.755859375,0.716796875,2.3761361105940442e-177,True,0.755859375,40,0.9017199017199017,0.9017199017199017,0.9017199017199017,0.9017199017199017,1.0,774,774,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_001,BV10-ALT_IBM_ibm_fez_20260717_134304.json,488,primary,10,1,singleton,False,1.0,0101010101,0.931119,785,28,0.931119311193112,0.7939453125,0.7666015625,0.7392578125,2.3633639083509965e-193,True,0.7666015625,28,0.931119311193112,0.931119311193112,0.931119311193112,0.931119311193112,1.0,785,785,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_002,BV10-ALT_IBM_ibm_fez_20260717_134304.json,489,primary,10,1,singleton,False,1.0,0101010101,0.846344,745,62,0.8463444857496902,0.7880859375,0.7275390625,0.6669921875,1.2335710571280356e-149,True,0.7275390625,62,0.8463444857496902,0.8463444857496902,0.8463444857496902,0.8463444857496902,1.0,745,745,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_003,BV10-ALT_IBM_ibm_fez_20260717_134304.json,490,primary,10,1,singleton,False,1.0,0101010101,0.840994,741,64,0.8409937888198757,0.7861328125,0.7236328125,0.6611328125,5.769061284578919e-147,True,0.7236328125,64,0.8409937888198757,0.8409937888198757,0.8409937888198757,0.8409937888198757,1.0,741,741,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_004,BV10-ALT_IBM_ibm_fez_20260717_134304.json,491,primary,10,1,singleton,False,1.0,0101010101,0.896386,787,43,0.8963855421686747,0.810546875,0.7685546875,0.7265625,5.356861575261035e-178,True,0.7685546875,43,0.8963855421686747,0.8963855421686747,0.8963855421686747,0.8963855421686747,1.0,787,787,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_005,BV10-ALT_IBM_ibm_fez_20260717_134304.json,492,primary,10,1,singleton,False,1.0,0101010101,0.863145,776,57,0.8631452581032413,0.8134765625,0.7578125,0.7021484375,3.922211233082192e-162,True,0.7578125,57,0.8631452581032413,0.8631452581032413,0.8631452581032413,0.8631452581032413,1.0,776,776,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_006,BV10-ALT_IBM_ibm_fez_20260717_134304.json,493,primary,10,1,singleton,False,1.0,0101010101,0.812577,735,76,0.812577065351418,0.7919921875,0.7177734375,0.6435546875,2.800457528945203e-136,True,0.7177734375,76,0.812577065351418,0.812577065351418,0.812577065351418,0.812577065351418,1.0,735,735,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_007,BV10-ALT_IBM_ibm_fez_20260717_134304.json,494,primary,10,1,singleton,False,1.0,0101010101,0.875912,771,51,0.8759124087591241,0.802734375,0.7529296875,0.703125,4.612762641091944e-166,True,0.7529296875,51,0.8759124087591241,0.8759124087591241,0.8759124087591241,0.8759124087591241,1.0,771,771,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_fez,IBM_QPU,1024,10,3.0,23.0,BV10-ALT_IBM-QPU_003_008,BV10-ALT_IBM_ibm_fez_20260717_134304.json,495,primary,10,1,singleton,False,1.0,0101010101,0.865361,762,55,0.8653610771113831,0.7978515625,0.744140625,0.6904296875,4.4972717679225314e-160,True,0.744140625,55,0.8653610771113831,0.8653610771113831,0.8653610771113831,0.8653610771113831,1.0,762,762,True,True,True,True,True,True,True,True,True
BV,BV10-ALT,ibm_marrakesh,IBM_QPU,1024,10,3.0,32.0,BV10-ALT_IBM-QPU_003,BV10-ALT_IBM_ibm_marrakesh_20260714_205423.json,496,primary,10,1,singleton,False,1.0,0101010101,0.810298,668,70,0.8102981029810298,0.720703125,0.65234375,0.583984375,2.548787296292492e-123,True,0.65234375,70,0.8102981029810298,0.8102981029810298,0.8102981029810298,0.8102981029810298,1.0,668,668,True,True,True,True,True,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_000,BV11-ALT_IBM_ibm_fez_20260717_134359.json,497,primary,11,1,singleton,False,1.0,10101010101,0.563694,491,137,0.5636942675159236,0.61328125,0.4794921875,0.345703125,1.1167831538265569e-47,True,0.4794921875,137,0.5636942675159236,0.5636942675159236,0.5636942675159236,0.5636942675159236,1.0,491,491,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_001,BV11-ALT_IBM_ibm_fez_20260717_134359.json,498,primary,11,1,singleton,False,1.0,10101010101,0.712919,537,90,0.7129186602870813,0.6123046875,0.5244140625,0.4365234375,1.996439564822575e-78,True,0.5244140625,90,0.7129186602870813,0.7129186602870813,0.7129186602870813,0.7129186602870813,1.0,537,537,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_002,BV11-ALT_IBM_ibm_fez_20260717_134359.json,499,primary,11,1,singleton,False,1.0,10101010101,0.781538,579,71,0.7815384615384615,0.634765625,0.5654296875,0.49609375,5.642126302149677e-100,True,0.5654296875,71,0.7815384615384615,0.7815384615384615,0.7815384615384615,0.7815384615384615,1.0,579,579,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_003,BV11-ALT_IBM_ibm_fez_20260717_134359.json,500,primary,11,1,singleton,False,1.0,10101010101,0.667752,512,102,0.6677524429967426,0.599609375,0.5,0.400390625,1.294827911666633e-66,True,0.5,102,0.6677524429967426,0.6677524429967426,0.6677524429967426,0.6677524429967426,1.0,512,512,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_004,BV11-ALT_IBM_ibm_fez_20260717_134359.json,501,primary,11,1,singleton,False,1.0,10101010101,0.726974,525,83,0.7269736842105263,0.59375,0.5126953125,0.431640625,1.854478672662977e-79,True,0.5126953125,83,0.7269736842105263,0.7269736842105263,0.7269736842105263,0.7269736842105263,1.0,525,525,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_005,BV11-ALT_IBM_ibm_fez_20260717_134359.json,502,primary,11,1,singleton,False,1.0,10101010101,0.662848,508,103,0.662847790507365,0.5966796875,0.49609375,0.3955078125,2.978295962356386e-65,True,0.49609375,103,0.662847790507365,0.662847790507365,0.662847790507365,0.662847790507365,1.0,508,508,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_006,BV11-ALT_IBM_ibm_fez_20260717_134359.json,503,primary,11,1,singleton,False,1.0,10101010101,0.747235,553,80,0.7472353870458136,0.6181640625,0.5400390625,0.4619140625,6.444573940952037e-88,True,0.5400390625,80,0.7472353870458136,0.7472353870458136,0.7472353870458136,0.7472353870458136,1.0,553,553,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_007,BV11-ALT_IBM_ibm_fez_20260717_134359.json,504,primary,11,1,singleton,False,1.0,10101010101,0.858025,602,46,0.8580246913580247,0.6328125,0.587890625,0.54296875,1.4104939896367718e-124,True,0.587890625,46,0.8580246913580247,0.8580246913580247,0.8580246913580247,0.8580246913580247,1.0,602,602,True,True,True,True,True,True,True,True,True
BV,BV11-ALT,ibm_fez,IBM_QPU,1024,11,3.0,44.0,BV11-ALT_IBM-QPU_003_008,BV11-ALT_IBM_ibm_fez_20260717_134359.json,505,primary,11,1,singleton,False,1.0,10101010101,0.737342,549,83,0.7373417721518988,0.6171875,0.5361328125,0.455078125,3.442891284383639e-85,True,0.5361328125,83,0.7373417721518988,0.7373417721518988,0.7373417721518988,0.7373417721518988,1.0,549,549,True,True,True,True,False,True,True,True,True
BV,BV11-ALT,ibm_marrakesh,IBM_QPU,1024,11,3.0,43.0,BV11-ALT_IBM-QPU_003,BV11-ALT_IBM_ibm_marrakesh_20260714_210540.json,506,primary,11,1,singleton,False,1.0,10101010101,0.864992,594,43,0.8649921507064364,0.6220703125,0.580078125,0.5380859375,5.552242160426475e-125,True,0.580078125,43,0.8649921507064364,0.8649921507064364,0.8649921507064364,0.8649921507064364,1.0,594,594,True,True,True,True,True,True,True,True,True
BV,BV12-ALT,ibm_fez,IBM_QPU,1024,12,3.0,44.0,BV12-ALT_IBM-QPU_003_000,BV12-ALT_IBM_ibm_fez_20260717_134453.json,507,primary,12,1,singleton,False,1.0,010101010101,0.407299,482,203,0.4072992700729927,0.6689453125,0.470703125,0.2724609375,4.4840349607611434e-27,True,0.470703125,203,0.4072992700729927,0.4072992700729927,0.4072992700729927,0.4072992700729927,1.0,482,482,True,True,True,False,False,True,True,True,True
BV,BV12-ALT,ibm_fez,IBM_QPU,1024,12,3.0,44.0,BV12-ALT_IBM-QPU_003_001,BV12-ALT_IBM_ibm_fez_20260717_134453.json,508,primary,12,1,singleton,False,1.0,010101010101,0.632353,555,125,0.6323529411764706,0.6640625,0.5419921875,0.419921875,1.6475596179348885e-65,True,0.5419921875,125,0.6323529411764706,0.6323529411764706,0.6323529411764706,0.6323529411764706,1.0,555,555,True,True,True,True,False,True,True,True,True
BV,BV12-ALT,ibm_fez,IBM_QPU,1024,12,3.0,44.0,BV12-ALT_IBM-QPU_003_002,BV12-ALT_IBM_ibm_fez_20260717_134453.json,509,primary,12,1,singleton,False,1.0,010101010101,0.73444,627,96,0.7344398340248963,0.7060546875,0.6123046875,0.5185546875,2.191544092930794e-96,True,0.6123046875,96,0.7344398340248963,0.7344398340248963,0.7344398340248963,0.7344398340248963,1.0,627,627,True,True,True,True,False,True,True,True,True
