row_id,algorithm,config_id,backend_name,target_group,budget,candidate_correct,holdout_unique_leader,holdout_candidate_mass,contrast,gap,rank_p,pass_inspect_all,pass_unique_mode,pass_contrast_0.2,pass_contrast_0.5,pass_contrast_0.8,pass_rank_0.05,pass_rank_0.01,pass_contrast_0.2_and_rank_0.05,pass_gap_0.05
19,GROVER,ASYM-2,ibm_torino,multiple,128,1.0,0.7333333333333333,0.4356770833333333,0.08531561298688453,0.07421875,0.49664216114897575,1.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
19,GROVER,ASYM-2,ibm_torino,multiple,256,1.0,0.6333333333333333,0.43311631944444445,0.04516839561729397,0.039453125,0.5732868903737767,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335
19,GROVER,ASYM-2,ibm_torino,multiple,512,1.0,0.6,0.4310546875,0.03925247965124127,0.0341796875,0.49014005778642267,1.0,1.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.16666666666666666
20,GROVER,H3-0,ibm_fez,singleton,64,1.0,1.0,0.7415277777777778,0.8076865457866093,0.6588541666666666,8.790868062796829e-07,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
20,GROVER,H3-0,ibm_fez,singleton,128,1.0,1.0,0.7398065476190477,0.8455547494191467,0.68828125,6.100797884581431e-18,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,1.0,1.0,1.0
20,GROVER,H3-0,ibm_fez,singleton,256,1.0,1.0,0.7418402777777777,0.8525037402424174,0.6805989583333333,1.2939039752434846e-34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,GROVER,H3-0,ibm_fez,singleton,512,1.0,1.0,0.73984375,0.8609908084197468,0.687109375,3.915463204769523e-74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,GROVER,H3-0,ibm_kingston,singleton,64,1.0,1.0,0.8122222222222223,0.8792535639338144,0.7645833333333333,1.4900645971723431e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,GROVER,H3-0,ibm_kingston,singleton,128,1.0,1.0,0.8116443452380953,0.8966500982516258,0.7739583333333333,5.822339515433457e-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,GROVER,H3-0,ibm_kingston,singleton,256,1.0,1.0,0.8119357638888889,0.9071802876631343,0.774609375,1.7945339288503852e-44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,GROVER,H3-0,ibm_kingston,singleton,512,1.0,1.0,0.8134765625,0.9166523030096781,0.7762369791666667,3.2358899422901855e-96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,GROVER,H3-1,ibm_fez,singleton,64,1.0,1.0,0.7261805555555555,0.7977893169542829,0.65,5.2292306901291497e-08,1.0,1.0,1.0,1.0,0.6333333333333333,1.0,1.0,1.0,1.0
22,GROVER,H3-1,ibm_fez,singleton,128,1.0,1.0,0.7260044642857143,0.8330795986842221,0.6640625,1.7308653585117278e-16,1.0,1.0,1.0,1.0,0.7666666666666667,1.0,1.0,1.0,1.0
