cohort,algorithm,config_id,target_group,policy,jobs,selected,correct_selected,wrong_selected,correct_deferred,selection_rate,correct_fraction_selected,correct_candidate_retention
primary,BV,BV10-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,contrast_0.8,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV10-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,contrast_0.8,10,2,2.0,0.0,8.0,0.2,1.0,0.2
primary,BV,BV11-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV11-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,contrast_0.5,10,8,8.0,0.0,2.0,0.8,1.0,0.8
primary,BV,BV12-ALT,singleton,contrast_0.8,10,0,0.0,0.0,10.0,0.0,,0.0
primary,BV,BV12-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV12-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,contrast_0.5,10,9,9.0,0.0,1.0,0.9,1.0,0.9
primary,BV,BV13-ALT,singleton,contrast_0.8,10,1,1.0,0.0,9.0,0.1,1.0,0.1
primary,BV,BV13-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV13-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,contrast_0.8,10,0,0.0,0.0,10.0,0.0,,0.0
primary,BV,BV14-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV14-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,contrast_0.8,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,inspect_all,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,unique_mode,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,contrast_0.2,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,contrast_0.5,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,contrast_0.8,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,rank_0.05,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,rank_0.01,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,contrast_0.2_and_rank_0.05,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV2-ONES,singleton,gap_0.05,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,inspect_all,11,11,11.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,unique_mode,11,11,11.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,contrast_0.2,11,11,11.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,contrast_0.5,11,9,9.0,0.0,2.0,0.8181818181818182,1.0,0.8181818181818182
primary,BV,BV29-ALT,singleton,contrast_0.8,11,0,0.0,0.0,11.0,0.0,,0.0
primary,BV,BV29-ALT,singleton,rank_0.05,11,11,11.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,rank_0.01,11,11,11.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,contrast_0.2_and_rank_0.05,11,11,11.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ALT,singleton,gap_0.05,11,10,10.0,0.0,1.0,0.9090909090909091,1.0,0.9090909090909091
primary,BV,BV29-ONES,singleton,inspect_all,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ONES,singleton,unique_mode,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-ONES,singleton,contrast_0.2,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-ONES,singleton,contrast_0.5,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-ONES,singleton,contrast_0.8,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-ONES,singleton,rank_0.05,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-ONES,singleton,rank_0.01,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-ONES,singleton,contrast_0.2_and_rank_0.05,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-ONES,singleton,gap_0.05,1,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV29-SINGLE,singleton,inspect_all,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,unique_mode,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,contrast_0.2,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,contrast_0.5,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,contrast_0.8,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,rank_0.05,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,rank_0.01,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,contrast_0.2_and_rank_0.05,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV29-SINGLE,singleton,gap_0.05,1,1,1.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,contrast_0.8,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV3-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV30-ALT,singleton,inspect_all,10,10,1.0,9.0,0.0,1.0,0.1,1.0
primary,BV,BV30-ALT,singleton,unique_mode,10,10,1.0,9.0,0.0,1.0,0.1,1.0
primary,BV,BV30-ALT,singleton,contrast_0.2,10,8,1.0,7.0,0.0,0.8,0.125,1.0
primary,BV,BV30-ALT,singleton,contrast_0.5,10,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV30-ALT,singleton,contrast_0.8,10,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV30-ALT,singleton,rank_0.05,10,8,1.0,7.0,0.0,0.8,0.125,1.0
primary,BV,BV30-ALT,singleton,rank_0.01,10,5,1.0,4.0,0.0,0.5,0.2,1.0
primary,BV,BV30-ALT,singleton,contrast_0.2_and_rank_0.05,10,8,1.0,7.0,0.0,0.8,0.125,1.0
primary,BV,BV30-ALT,singleton,gap_0.05,10,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV31-ALT,singleton,inspect_all,10,10,1.0,9.0,0.0,1.0,0.1,1.0
primary,BV,BV31-ALT,singleton,unique_mode,10,10,1.0,9.0,0.0,1.0,0.1,1.0
primary,BV,BV31-ALT,singleton,contrast_0.2,10,3,1.0,2.0,0.0,0.3,0.3333333333333333,1.0
primary,BV,BV31-ALT,singleton,contrast_0.5,10,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV31-ALT,singleton,contrast_0.8,10,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV31-ALT,singleton,rank_0.05,10,3,1.0,2.0,0.0,0.3,0.3333333333333333,1.0
primary,BV,BV31-ALT,singleton,rank_0.01,10,2,1.0,1.0,0.0,0.2,0.5,1.0
primary,BV,BV31-ALT,singleton,contrast_0.2_and_rank_0.05,10,3,1.0,2.0,0.0,0.3,0.3333333333333333,1.0
primary,BV,BV31-ALT,singleton,gap_0.05,10,0,0.0,0.0,1.0,0.0,,0.0
primary,BV,BV4-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,contrast_0.8,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV4-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,contrast_0.8,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV5-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,contrast_0.8,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV6-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,contrast_0.8,10,6,6.0,0.0,4.0,0.6,1.0,0.6
primary,BV,BV7-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV7-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,contrast_0.8,10,9,9.0,0.0,1.0,0.9,1.0,0.9
primary,BV,BV8-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV8-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,inspect_all,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,unique_mode,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,contrast_0.2,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,contrast_0.5,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,contrast_0.8,10,2,2.0,0.0,8.0,0.2,1.0,0.2
primary,BV,BV9-ALT,singleton,rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,rank_0.01,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,contrast_0.2_and_rank_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV,BV9-ALT,singleton,gap_0.05,10,10,10.0,0.0,0.0,1.0,1.0,1.0
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,inspect_all,10,10,4.0,6.0,0.0,1.0,0.4,1.0
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,unique_mode,10,10,4.0,6.0,0.0,1.0,0.4,1.0
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,contrast_0.2,10,1,1.0,0.0,3.0,0.1,1.0,0.25
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,contrast_0.5,10,1,1.0,0.0,3.0,0.1,1.0,0.25
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,contrast_0.8,10,0,0.0,0.0,4.0,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,rank_0.05,10,1,1.0,0.0,3.0,0.1,1.0,0.25
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,rank_0.01,10,0,0.0,0.0,4.0,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,contrast_0.2_and_rank_0.05,10,1,1.0,0.0,3.0,0.1,1.0,0.25
primary,BV-SIGNAL-BACKGROUND,BVSB27,multiple,gap_0.05,10,0,0.0,0.0,4.0,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,inspect_all,10,10,0.25,9.75,0.0,1.0,0.025,1.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,unique_mode,10,4,0.0,4.0,0.25,0.4,0.0,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,contrast_0.2,10,1,0.0,1.0,0.25,0.1,0.0,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,contrast_0.5,10,0,0.0,0.0,0.25,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,contrast_0.8,10,0,0.0,0.0,0.25,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,rank_0.05,10,0,0.0,0.0,0.25,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,rank_0.01,10,0,0.0,0.0,0.25,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,contrast_0.2_and_rank_0.05,10,0,0.0,0.0,0.25,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB28,multiple,gap_0.05,10,0,0.0,0.0,0.25,0.0,,0.0
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,inspect_all,10,10,0.0,10.0,0.0,1.0,0.0,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,unique_mode,10,7,0.0,7.0,0.0,0.7,0.0,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,contrast_0.2,10,6,0.0,6.0,0.0,0.6,0.0,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,contrast_0.5,10,0,0.0,0.0,0.0,0.0,,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,contrast_0.8,10,0,0.0,0.0,0.0,0.0,,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,rank_0.05,10,0,0.0,0.0,0.0,0.0,,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,rank_0.01,10,0,0.0,0.0,0.0,0.0,,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,contrast_0.2_and_rank_0.05,10,0,0.0,0.0,0.0,0.0,,
primary,BV-SIGNAL-BACKGROUND,BVSB29,multiple,gap_0.05,10,0,0.0,0.0,0.0,0.0,,
primary,GROVER,ASYM-1,multiple,inspect_all,16,16,10.0,6.0,0.0,1.0,0.625,1.0
primary,GROVER,ASYM-1,multiple,unique_mode,16,16,10.0,6.0,0.0,1.0,0.625,1.0
primary,GROVER,ASYM-1,multiple,contrast_0.2,16,2,1.0,1.0,9.0,0.125,0.5,0.1
primary,GROVER,ASYM-1,multiple,contrast_0.5,16,0,0.0,0.0,10.0,0.0,,0.0
primary,GROVER,ASYM-1,multiple,contrast_0.8,16,0,0.0,0.0,10.0,0.0,,0.0
primary,GROVER,ASYM-1,multiple,rank_0.05,16,9,5.0,4.0,5.0,0.5625,0.5555555555555556,0.5
primary,GROVER,ASYM-1,multiple,rank_0.01,16,6,3.0,3.0,7.0,0.375,0.5,0.3
primary,GROVER,ASYM-1,multiple,contrast_0.2_and_rank_0.05,16,2,1.0,1.0,9.0,0.125,0.5,0.1
primary,GROVER,ASYM-1,multiple,gap_0.05,16,10,7.0,3.0,3.0,0.625,0.7,0.7
primary,GROVER,ASYM-2,multiple,inspect_all,15,15,13.0,2.0,0.0,1.0,0.8666666666666667,1.0
primary,GROVER,ASYM-2,multiple,unique_mode,15,15,13.0,2.0,0.0,1.0,0.8666666666666667,1.0
primary,GROVER,ASYM-2,multiple,contrast_0.2,15,3,3.0,0.0,10.0,0.2,1.0,0.23076923076923078
primary,GROVER,ASYM-2,multiple,contrast_0.5,15,0,0.0,0.0,13.0,0.0,,0.0
primary,GROVER,ASYM-2,multiple,contrast_0.8,15,0,0.0,0.0,13.0,0.0,,0.0
primary,GROVER,ASYM-2,multiple,rank_0.05,15,8,8.0,0.0,5.0,0.5333333333333333,1.0,0.6153846153846154
primary,GROVER,ASYM-2,multiple,rank_0.01,15,5,5.0,0.0,8.0,0.3333333333333333,1.0,0.38461538461538464
primary,GROVER,ASYM-2,multiple,contrast_0.2_and_rank_0.05,15,3,3.0,0.0,10.0,0.2,1.0,0.23076923076923078
primary,GROVER,ASYM-2,multiple,gap_0.05,15,7,7.0,0.0,6.0,0.4666666666666667,1.0,0.5384615384615384
primary,GROVER,H3-0,singleton,inspect_all,5,5,2.0,3.0,0.0,1.0,0.4,1.0
primary,GROVER,H3-0,singleton,unique_mode,5,5,2.0,3.0,0.0,1.0,0.4,1.0
primary,GROVER,H3-0,singleton,contrast_0.2,5,3,2.0,1.0,0.0,0.6,0.6666666666666666,1.0
primary,GROVER,H3-0,singleton,contrast_0.5,5,2,2.0,0.0,0.0,0.4,1.0,1.0
primary,GROVER,H3-0,singleton,contrast_0.8,5,2,2.0,0.0,0.0,0.4,1.0,1.0
primary,GROVER,H3-0,singleton,rank_0.05,5,4,2.0,2.0,0.0,0.8,0.5,1.0
primary,GROVER,H3-0,singleton,rank_0.01,5,3,2.0,1.0,0.0,0.6,0.6666666666666666,1.0
primary,GROVER,H3-0,singleton,contrast_0.2_and_rank_0.05,5,3,2.0,1.0,0.0,0.6,0.6666666666666666,1.0
primary,GROVER,H3-0,singleton,gap_0.05,5,3,2.0,1.0,0.0,0.6,0.6666666666666666,1.0
primary,GROVER,H3-1,singleton,inspect_all,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,unique_mode,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,contrast_0.2,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,contrast_0.5,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,contrast_0.8,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,rank_0.05,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,rank_0.01,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,contrast_0.2_and_rank_0.05,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-1,singleton,gap_0.05,2,2,2.0,0.0,0.0,1.0,1.0,1.0
primary,GROVER,H3-2,singleton,inspect_all,13,13,9.0,4.0,0.0,1.0,0.6923076923076923,1.0
primary,GROVER,H3-2,singleton,unique_mode,13,13,9.0,4.0,0.0,1.0,0.6923076923076923,1.0
primary,GROVER,H3-2,singleton,contrast_0.2,13,9,9.0,0.0,0.0,0.6923076923076923,1.0,1.0
primary,GROVER,H3-2,singleton,contrast_0.5,13,8,8.0,0.0,1.0,0.6153846153846154,1.0,0.8888888888888888
primary,GROVER,H3-2,singleton,contrast_0.8,13,7,7.0,0.0,2.0,0.5384615384615384,1.0,0.7777777777777778
primary,GROVER,H3-2,singleton,rank_0.05,13,11,9.0,2.0,0.0,0.8461538461538461,0.8181818181818182,1.0
primary,GROVER,H3-2,singleton,rank_0.01,13,10,9.0,1.0,0.0,0.7692307692307693,0.9,1.0
primary,GROVER,H3-2,singleton,contrast_0.2_and_rank_0.05,13,9,9.0,0.0,0.0,0.6923076923076923,1.0,1.0
primary,GROVER,H3-2,singleton,gap_0.05,13,11,9.0,2.0,0.0,0.8461538461538461,0.8181818181818182,1.0
primary,GROVER,H3-3,singleton,inspect_all,14,14,11.0,3.0,0.0,1.0,0.7857142857142857,1.0
primary,GROVER,H3-3,singleton,unique_mode,14,14,11.0,3.0,0.0,1.0,0.7857142857142857,1.0
primary,GROVER,H3-3,singleton,contrast_0.2,14,9,9.0,0.0,2.0,0.6428571428571429,1.0,0.8181818181818182
primary,GROVER,H3-3,singleton,contrast_0.5,14,9,9.0,0.0,2.0,0.6428571428571429,1.0,0.8181818181818182
primary,GROVER,H3-3,singleton,contrast_0.8,14,8,8.0,0.0,3.0,0.5714285714285714,1.0,0.7272727272727273
