cohort,algorithm,config_id,target_group,policy,jobs,selected,correct_selected,wrong_selected,correct_deferred,selection_rate,correct_fraction_selected,correct_candidate_retention
teleportation_hardware,TELEPORTATION,payload_4,singleton,inspect_all,159,159,11.833333333333334,147.16666666666666,0.0,1.0,0.07442348008385745,1.0
teleportation_hardware,TELEPORTATION,payload_4,singleton,unique_mode,159,139,10.0,129.0,1.833333333333334,0.8742138364779874,0.07194244604316546,0.8450704225352113
teleportation_hardware,TELEPORTATION,payload_4,singleton,contrast_0.2,159,13,0.0,13.0,11.833333333333334,0.08176100628930817,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_4,singleton,contrast_0.5,159,1,0.0,1.0,11.833333333333334,0.006289308176100629,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_4,singleton,contrast_0.8,159,0,0.0,0.0,11.833333333333334,0.0,,0.0
teleportation_hardware,TELEPORTATION,payload_4,singleton,rank_0.05,159,31,5.0,26.0,6.833333333333334,0.1949685534591195,0.16129032258064516,0.4225352112676056
teleportation_hardware,TELEPORTATION,payload_4,singleton,rank_0.01,159,24,5.0,19.0,6.833333333333334,0.1509433962264151,0.20833333333333334,0.4225352112676056
teleportation_hardware,TELEPORTATION,payload_4,singleton,contrast_0.2_and_rank_0.05,159,4,0.0,4.0,11.833333333333334,0.025157232704402517,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_4,singleton,gap_0.05,159,14,1.0,13.0,10.833333333333334,0.0880503144654088,0.07142857142857142,0.08450704225352113
teleportation_hardware,TELEPORTATION,payload_5,singleton,inspect_all,86,86,4.0,82.0,0.0,1.0,0.046511627906976744,1.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,unique_mode,86,84,4.0,80.0,0.0,0.9767441860465116,0.047619047619047616,1.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,contrast_0.2,86,2,0.0,2.0,4.0,0.023255813953488372,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,contrast_0.5,86,0,0.0,0.0,4.0,0.0,,0.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,contrast_0.8,86,0,0.0,0.0,4.0,0.0,,0.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,rank_0.05,86,10,0.0,10.0,4.0,0.11627906976744186,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,rank_0.01,86,7,0.0,7.0,4.0,0.08139534883720931,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,contrast_0.2_and_rank_0.05,86,2,0.0,2.0,4.0,0.023255813953488372,0.0,0.0
teleportation_hardware,TELEPORTATION,payload_5,singleton,gap_0.05,86,0,0.0,0.0,4.0,0.0,,0.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,inspect_all,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,unique_mode,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,contrast_0.2,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,contrast_0.5,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,contrast_0.8,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,rank_0.05,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,rank_0.01,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,contrast_0.2_and_rank_0.05,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_3,singleton,gap_0.05,1,1,1.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,inspect_all,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,unique_mode,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,contrast_0.2,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,contrast_0.5,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,contrast_0.8,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,rank_0.05,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,rank_0.01,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,contrast_0.2_and_rank_0.05,3,3,3.0,0.0,0.0,1.0,1.0,1.0
teleportation_simulator,TELEPORTATION,payload_4,singleton,gap_0.05,3,3,3.0,0.0,0.0,1.0,1.0,1.0
