dataset,encoding,preprocessing,fold,seed,n_qubits,train_accuracy,test_accuracy,f1_macro,convergence_iters,final_loss,generalization_gap,wall_time_seconds,circuit_depth,gate_count,cx_count,svm_rbf_acc,svm_rbf_f1,random_forest_acc,random_forest_f1,logistic_regression_acc,logistic_regression_f1,expressibility,entanglement_mw,kernel_alignment
wine,angle_ry,zscore_sigmoid,3,45,8,0.4,0.2571,0.2634,3,1.115039,0.1429,4.96,,,,1.0,1.0,0.8857142857142857,0.886039886039886,0.9714285714285714,0.9701104613385314,0.297916,0.0,-0.1056
wine,angle_ry,zscore_sigmoid,4,46,8,0.52,0.4,0.3528,12,0.985928,0.12,4.8,,,,0.9428571428571428,0.942857142857143,0.9714285714285714,0.9733742959549412,0.9714285714285714,0.9709618874773139,0.297916,0.0,-0.1056
wine,angle_ry,pca_minmax,0,42,4,0.38,0.5,0.4012,1,0.945894,-0.12,1.67,17.0,54.0,6.0,0.9166666666666666,0.915079365079365,0.9166666666666666,0.915079365079365,0.8888888888888888,0.8875661375661376,0.624905,0.0,0.5528
wine,angle_ry,pca_minmax,1,43,4,0.22,0.1667,0.1667,8,1.53158,0.0533,1.91,,,,0.9444444444444444,0.9484126984126985,0.9166666666666666,0.9186466165413534,0.9444444444444444,0.9484126984126985,0.624905,0.0,0.5528
wine,angle_ry,pca_minmax,2,44,4,0.6,0.6389,0.5479,14,0.86828,-0.0389,1.94,,,,0.8888888888888888,0.8897435897435897,0.8888888888888888,0.8897028897028897,0.9166666666666666,0.9162962962962963,0.624905,0.0,0.5528
wine,angle_ry,pca_minmax,3,45,4,0.08,0.2,0.1786,7,1.323916,-0.12,1.57,,,,0.9428571428571428,0.9474747474747475,0.9142857142857143,0.9151683556717881,0.9142857142857143,0.9220389805097451,0.624905,0.0,0.5528
wine,angle_ry,pca_minmax,4,46,4,0.94,0.6571,0.6254,11,0.807915,0.2829,1.7,,,,0.9428571428571428,0.9474747474747475,0.9714285714285714,0.9696394686907022,1.0,1.0,0.624905,0.0,0.5528
wine,iqp_full,pca_minmax,0,42,4,0.54,0.3611,0.3601,2,1.112283,0.1789,2.01,34.0,80.0,18.0,0.9166666666666666,0.915079365079365,0.9166666666666666,0.915079365079365,0.8888888888888888,0.8875661375661376,0.018029,0.7916,-0.8871
wine,iqp_full,pca_minmax,1,43,4,0.34,0.3056,0.2773,7,1.04066,0.0344,1.87,,,,0.9444444444444444,0.9484126984126985,0.9166666666666666,0.9186466165413534,0.9444444444444444,0.9484126984126985,0.018029,0.7916,-0.8871
wine,iqp_full,pca_minmax,2,44,4,0.44,0.2778,0.2743,4,1.052531,0.1622,2.08,,,,0.8888888888888888,0.8897435897435897,0.8888888888888888,0.8897028897028897,0.9166666666666666,0.9162962962962963,0.018029,0.7916,-0.8871
wine,iqp_full,pca_minmax,3,45,4,0.36,0.3429,0.3095,1,1.209298,0.0171,1.86,,,,0.9428571428571428,0.9474747474747475,0.9142857142857143,0.9151683556717881,0.9142857142857143,0.9220389805097451,0.018029,0.7916,-0.8871
wine,iqp_full,pca_minmax,4,46,4,0.52,0.3143,0.3141,1,1.144869,0.2057,1.9,,,,0.9428571428571428,0.9474747474747475,0.9714285714285714,0.9696394686907022,1.0,1.0,0.018029,0.7916,-0.8871
wine,reuploading,pca_minmax,0,42,4,0.86,0.3611,0.2679,6,0.987436,0.4989,1.91,26.0,76.0,12.0,0.9166666666666666,0.915079365079365,0.9166666666666666,0.915079365079365,0.8888888888888888,0.8875661375661376,0.564836,0.3451,-0.2725
wine,reuploading,pca_minmax,1,43,4,0.4,0.4722,0.4691,15,0.952283,-0.0722,2.0,,,,0.9444444444444444,0.9484126984126985,0.9166666666666666,0.9186466165413534,0.9444444444444444,0.9484126984126985,0.564836,0.3451,-0.2725
wine,reuploading,pca_minmax,2,44,4,0.92,0.3889,0.285,14,1.044073,0.5311,1.75,,,,0.8888888888888888,0.8897435897435897,0.8888888888888888,0.8897028897028897,0.9166666666666666,0.9162962962962963,0.564836,0.3451,-0.2725
wine,reuploading,pca_minmax,3,45,4,0.7,0.6571,0.6565,15,0.827476,0.0429,2.32,,,,0.9428571428571428,0.9474747474747475,0.9142857142857143,0.9151683556717881,0.9142857142857143,0.9220389805097451,0.564836,0.3451,-0.2725
wine,reuploading,pca_minmax,4,46,4,0.88,0.3714,0.2573,1,1.347781,0.5086,2.1,,,,0.9428571428571428,0.9474747474747475,0.9714285714285714,0.9696394686907022,1.0,1.0,0.564836,0.3451,-0.2725
wine,amplitude,minmax_pi,0,42,3,0.94,0.6944,0.6915,13,0.735741,0.2456,5.1,30.0,59.0,8.0,0.9444444444444444,0.945824706694272,0.9444444444444444,0.9440559440559441,0.9722222222222222,0.9717813051146384,,,
wine,amplitude,minmax_pi,1,43,3,0.94,0.3333,0.1667,1,2.535757,0.6067,5.05,,,,0.9722222222222222,0.974320987654321,0.9722222222222222,0.9717813051146384,0.9444444444444444,0.9487179487179488,,,
wine,amplitude,minmax_pi,2,44,3,0.74,0.3056,0.2241,2,1.625357,0.4344,4.48,,,,0.8888888888888888,0.875,0.9166666666666666,0.9089184060721062,0.8888888888888888,0.875,,,
wine,amplitude,minmax_pi,3,45,3,0.92,0.6,0.5433,3,0.98739,0.32,4.49,,,,1.0,1.0,0.8857142857142857,0.886039886039886,0.9428571428571428,0.9434817813765183,,,
wine,amplitude,minmax_pi,4,46,3,0.76,0.6286,0.528,11,0.95216,0.1314,5.58,,,,0.9714285714285714,0.9709618874773139,0.9714285714285714,0.9733742959549412,0.9714285714285714,0.9709618874773139,,,
wine,amplitude,zscore_sigmoid,0,42,3,0.4,0.0833,0.0815,4,1.603384,0.3167,4.93,30.0,59.0,8.0,0.9444444444444444,0.945824706694272,0.9444444444444444,0.9440559440559441,0.9444444444444444,0.945824706694272,,,
wine,amplitude,zscore_sigmoid,1,43,3,0.94,0.3333,0.1778,12,1.38603,0.6067,5.37,,,,0.9722222222222222,0.974320987654321,0.9722222222222222,0.9717813051146384,0.9444444444444444,0.9487179487179488,,,
wine,amplitude,zscore_sigmoid,2,44,3,0.94,0.3333,0.1667,2,1.942613,0.6067,4.51,,,,0.9166666666666666,0.9089184060721062,0.9166666666666666,0.9089184060721062,0.8333333333333334,0.824968030690537,,,
wine,amplitude,zscore_sigmoid,3,45,3,0.08,0.5714,0.4957,3,0.987934,-0.4914,4.8,,,,1.0,1.0,0.8857142857142857,0.886039886039886,0.9714285714285714,0.9701104613385314,,,
wine,amplitude,zscore_sigmoid,4,46,3,0.94,0.4286,0.315,4,1.099097,0.5114,5.47,,,,0.9428571428571428,0.942857142857143,0.9714285714285714,0.9733742959549412,0.9714285714285714,0.9709618874773139,,,
wine,amplitude,pca_minmax,0,42,2,0.7,0.4167,0.423,8,1.222117,0.2833,2.57,19.0,32.0,3.0,0.9166666666666666,0.915079365079365,0.9166666666666666,0.915079365079365,0.8888888888888888,0.8875661375661376,,,
wine,amplitude,pca_minmax,1,43,2,0.32,0.4444,0.3134,10,0.857722,-0.1244,2.9,,,,0.9444444444444444,0.9484126984126985,0.9166666666666666,0.9186466165413534,0.9444444444444444,0.9484126984126985,,,
wine,amplitude,pca_minmax,2,44,2,0.7,0.4722,0.4024,8,1.03892,0.2278,2.39,,,,0.8888888888888888,0.8897435897435897,0.8888888888888888,0.8897028897028897,0.9166666666666666,0.9162962962962963,,,
wine,amplitude,pca_minmax,3,45,2,0.88,0.6,0.5669,1,1.335749,0.28,2.38,,,,0.9428571428571428,0.9474747474747475,0.9142857142857143,0.9151683556717881,0.9142857142857143,0.9220389805097451,,,
wine,amplitude,pca_minmax,4,46,2,0.4,0.2286,0.1887,8,1.080894,0.1714,2.63,,,,0.9428571428571428,0.9474747474747475,0.9714285714285714,0.9696394686907022,1.0,1.0,,,
breast_cancer,angle_ry,pca_minmax,0,42,4,0.28,0.6316,0.4086,29,0.449678,-0.3516,1.76,17.0,54.0,6.0,0.956140350877193,0.9539245008487591,0.9473684210526315,0.9444805194805195,0.956140350877193,0.9539245008487591,0.624905,-0.0,0.0013
breast_cancer,angle_ry,pca_minmax,1,43,4,0.24,0.6228,0.3838,1,1.349166,-0.3828,1.64,,,,0.9210526315789473,0.912836632401665,0.9385964912280702,0.9343480049362403,0.9122807017543859,0.9025641025641026,0.624905,-0.0,0.0013
breast_cancer,angle_ry,pca_minmax,2,44,4,0.38,0.7193,0.6014,2,0.611217,-0.3393,1.58,,,,0.9473684210526315,0.9422297297297297,0.956140350877193,0.951575906889814,0.9385964912280702,0.9322062696457395,0.624905,-0.0,0.0013
breast_cancer,angle_ry,pca_minmax,3,45,4,0.24,0.6316,0.3871,2,0.773832,-0.3916,1.66,,,,0.9736842105263158,0.9718634306869601,0.9649122807017544,0.9626596790042581,0.9649122807017544,0.9623015873015872,0.624905,-0.0,0.0013
breast_cancer,angle_ry,pca_minmax,4,46,4,0.26,0.6283,0.5015,10,0.800071,-0.3683,1.77,,,,0.9557522123893806,0.9513476276586583,0.9646017699115044,0.9613013698630137,0.9557522123893806,0.9513476276586583,0.624905,-0.0,0.0013
breast_cancer,iqp_full,pca_minmax,0,42,4,0.62,0.7895,0.7632,3,0.586425,-0.1695,1.92,34.0,80.0,18.0,0.956140350877193,0.9539245008487591,0.9473684210526315,0.9444805194805195,0.956140350877193,0.9539245008487591,0.018029,0.8825,-0.5437
breast_cancer,iqp_full,pca_minmax,1,43,4,0.58,0.3947,0.3464,6,0.756488,0.1853,2.12,,,,0.9210526315789473,0.912836632401665,0.9385964912280702,0.9343480049362403,0.9122807017543859,0.9025641025641026,0.018029,0.8825,-0.5437
breast_cancer,iqp_full,pca_minmax,2,44,4,0.58,0.4912,0.4751,5,0.675089,0.0888,2.02,,,,0.9473684210526315,0.9422297297297297,0.956140350877193,0.951575906889814,0.9385964912280702,0.9322062696457395,0.018029,0.8825,-0.5437
breast_cancer,iqp_full,pca_minmax,3,45,4,0.44,0.6228,0.6096,4,0.663401,-0.1828,2.08,,,,0.9736842105263158,0.9718634306869601,0.9649122807017544,0.9626596790042581,0.9649122807017544,0.9623015873015872,0.018029,0.8825,-0.5437
breast_cancer,iqp_full,pca_minmax,4,46,4,0.46,0.4602,0.4595,1,1.048892,-0.0002,1.97,,,,0.9557522123893806,0.9513476276586583,0.9646017699115044,0.9613013698630137,0.9557522123893806,0.9513476276586583,0.018029,0.8825,-0.5437
breast_cancer,reuploading,pca_minmax,0,42,4,0.62,0.8596,0.8351,5,0.364911,-0.2396,2.3,26.0,76.0,12.0,0.956140350877193,0.9539245008487591,0.9473684210526315,0.9444805194805195,0.956140350877193,0.9539245008487591,0.564836,0.4206,-0.2918
breast_cancer,reuploading,pca_minmax,1,43,4,0.24,0.6316,0.4086,1,0.644406,-0.3916,1.85,,,,0.9210526315789473,0.912836632401665,0.9385964912280702,0.9343480049362403,0.9122807017543859,0.9025641025641026,0.564836,0.4206,-0.2918
breast_cancer,reuploading,pca_minmax,2,44,4,0.76,0.8596,0.8421,13,0.517519,-0.0996,2.55,,,,0.9473684210526315,0.9422297297297297,0.956140350877193,0.951575906889814,0.9385964912280702,0.9322062696457395,0.564836,0.4206,-0.2918
breast_cancer,reuploading,pca_minmax,3,45,4,0.22,0.307,0.3027,5,0.811144,-0.087,2.04,,,,0.9736842105263158,0.9718634306869601,0.9649122807017544,0.9626596790042581,0.9649122807017544,0.9623015873015872,0.564836,0.4206,-0.2918
breast_cancer,reuploading,pca_minmax,4,46,4,0.38,0.6991,0.5634,8,0.494514,-0.3191,1.97,,,,0.9557522123893806,0.9513476276586583,0.9646017699115044,0.9613013698630137,0.9557522123893806,0.9513476276586583,0.564836,0.4206,-0.2918
breast_cancer,amplitude,minmax_pi,0,42,3,0.2,0.5965,0.3736,13,0.596355,-0.3965,4.67,31.0,59.0,8.0,0.9649122807017544,0.9626596790042581,0.9473684210526315,0.9449275362318841,0.9473684210526315,0.9444805194805195,,,
breast_cancer,amplitude,minmax_pi,1,43,3,0.46,0.7018,0.6234,11,0.554482,-0.2418,5.15,,,,0.9298245614035088,0.9220512820512821,0.9385964912280702,0.9329805996472662,0.9122807017543859,0.9037162162162162,,,
breast_cancer,amplitude,minmax_pi,2,44,3,0.8,0.4649,0.4222,3,0.88616,0.3351,4.98,,,,0.9210526315789473,0.9117571170551303,0.9385964912280702,0.9322062696457395,0.9298245614035088,0.9210526315789473,,,
breast_cancer,amplitude,minmax_pi,3,45,3,0.26,0.6491,0.4553,7,0.58875,-0.3891,4.53,,,,0.9298245614035088,0.9259740259740259,0.9122807017543859,0.9082125603864735,0.9298245614035088,0.9253193580085162,,,
breast_cancer,amplitude,minmax_pi,4,46,3,0.32,0.646,0.5555,5,0.572848,-0.326,4.29,,,,0.9823008849557522,0.9808604336043361,0.9734513274336283,0.9714382003538631,0.9734513274336283,0.9714382003538631,,,
breast_cancer,amplitude,zscore_sigmoid,0,42,3,0.64,0.307,0.2517,11,0.780976,0.333,4.34,31.0,59.0,8.0,0.956140350877193,0.9531057178116001,0.9473684210526315,0.9449275362318841,0.956140350877193,0.9535338713621913,,,
breast_cancer,amplitude,zscore_sigmoid,1,43,3,0.24,0.5965,0.3736,1,0.884074,-0.3565,4.64,,,,0.9298245614035088,0.9220512820512821,0.9385964912280702,0.9329805996472662,0.9385964912280702,0.9329805996472662,,,
breast_cancer,amplitude,zscore_sigmoid,2,44,3,0.76,0.3684,0.2692,2,1.043186,0.3916,4.73,,,,0.9473684210526315,0.9422297297297297,0.9473684210526315,0.9415384615384615,0.9210526315789473,0.9117571170551303,,,
breast_cancer,amplitude,zscore_sigmoid,3,45,3,0.26,0.5526,0.3732,4,0.602178,-0.2926,4.36,,,,0.9298245614035088,0.9259740259740259,0.9122807017543859,0.9082125603864735,0.9385964912280702,0.9349474199070678,,,
breast_cancer,amplitude,zscore_sigmoid,4,46,3,0.28,0.6018,0.3757,1,0.722982,-0.3218,4.46,,,,0.9823008849557522,0.9808604336043361,0.9734513274336283,0.9714382003538631,0.9734513274336283,0.9714382003538631,,,
breast_cancer,amplitude,pca_minmax,0,42,2,0.2,0.6228,0.3838,1,1.096035,-0.4228,2.41,19.0,32.0,3.0,0.956140350877193,0.9539245008487591,0.9473684210526315,0.9444805194805195,0.956140350877193,0.9539245008487591,,,
breast_cancer,amplitude,pca_minmax,1,43,2,0.76,0.3947,0.3048,8,0.83792,0.3653,2.01,,,,0.9210526315789473,0.912836632401665,0.9385964912280702,0.9343480049362403,0.9122807017543859,0.9025641025641026,,,
breast_cancer,amplitude,pca_minmax,2,44,2,0.24,0.6316,0.3871,2,0.546783,-0.3916,2.16,,,,0.9473684210526315,0.9422297297297297,0.956140350877193,0.951575906889814,0.9385964912280702,0.9322062696457395,,,
breast_cancer,amplitude,pca_minmax,3,45,2,0.66,0.3246,0.245,1,1.099055,0.3354,2.6,,,,0.9736842105263158,0.9718634306869601,0.9649122807017544,0.9626596790042581,0.9649122807017544,0.9623015873015872,,,
breast_cancer,amplitude,pca_minmax,4,46,2,0.36,0.6726,0.503,1,0.572317,-0.3126,2.36,,,,0.9557522123893806,0.9513476276586583,0.9646017699115044,0.9613013698630137,0.9557522123893806,0.9513476276586583,,,
breast_cancer,basis,pca_minmax,0,42,4,0.9,0.8333,0.8323,2,0.443072,0.0667,1.75,17.0,52.0,6.0,0.8421052631578947,0.8303571428571428,0.868421052631579,0.8606016140865738,0.8421052631578947,0.8303571428571428,,,
breast_cancer,basis,pca_minmax,1,43,4,0.94,0.8947,0.8899,15,0.394644,0.0453,1.91,,,,0.8947368421052632,0.885733377881724,0.8947368421052632,0.885733377881724,0.8947368421052632,0.885733377881724,,,
breast_cancer,basis,pca_minmax,2,44,4,0.84,0.6842,0.6807,10,0.605038,0.1558,1.54,,,,0.7894736842105263,0.7779220779220779,0.7894736842105263,0.7779220779220779,0.7807017543859649,0.7778124269119826,,,
breast_cancer,basis,pca_minmax,3,45,4,0.84,0.807,0.8009,16,0.6539,0.033,1.55,,,,0.8333333333333334,0.8200249272953885,0.8333333333333334,0.8200249272953885,0.8245614035087719,0.8095556298028734,,,
breast_cancer,basis,pca_minmax,4,46,4,0.34,0.4336,0.3808,20,0.785113,-0.0936,1.95,,,,0.9380530973451328,0.9345902588274209,0.9380530973451328,0.9345902588274209,0.9292035398230089,0.9249169435215947,,,
mnist_01,angle_ry,pca_minmax,0,42,4,0.54,0.4167,0.2941,1,0.84833,0.1233,1.84,17.0,54.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.624905,0.0,0.8328
mnist_01,angle_ry,pca_minmax,1,43,4,0.52,0.4722,0.3208,10,0.982485,0.0478,2.02,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.624905,0.0,0.8328
mnist_01,angle_ry,pca_minmax,2,44,4,1.0,1.0,1.0,30,0.152526,0.0,2.64,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.624905,0.0,0.8328
mnist_01,angle_ry,pca_minmax,3,45,4,0.46,0.5417,0.3998,2,0.87426,-0.0817,1.79,,,,1.0,1.0,0.9861111111111112,0.9860869565217392,1.0,1.0,0.624905,0.0,0.8328
mnist_01,angle_ry,pca_minmax,4,46,4,0.42,0.4167,0.4162,10,0.691836,0.0033,1.83,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.624905,0.0,0.8328
mnist_01,iqp_full,pca_minmax,0,42,4,0.54,0.5972,0.5908,1,0.737046,-0.0572,1.95,34.0,80.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018029,0.7988,0.1743
mnist_01,iqp_full,pca_minmax,1,43,4,0.56,0.6528,0.6323,1,0.698342,-0.0928,2.29,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.018029,0.7988,0.1743
mnist_01,iqp_full,pca_minmax,2,44,4,0.62,0.4861,0.4852,4,0.673648,0.1339,1.94,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.018029,0.7988,0.1743
mnist_01,iqp_full,pca_minmax,3,45,4,0.64,0.5694,0.5653,1,0.709315,0.0706,2.14,,,,1.0,1.0,0.9861111111111112,0.9860869565217392,1.0,1.0,0.018029,0.7988,0.1743
mnist_01,iqp_full,pca_minmax,4,46,4,0.6,0.5972,0.5836,3,0.671288,0.0028,2.05,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.018029,0.7988,0.1743
mnist_01,reuploading,pca_minmax,0,42,4,0.74,0.7361,0.7298,25,0.546683,0.0039,2.36,26.0,76.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.564836,0.1801,0.4677
mnist_01,reuploading,pca_minmax,1,43,4,0.82,0.6111,0.6108,3,0.801891,0.2089,2.19,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.564836,0.1801,0.4677
mnist_01,reuploading,pca_minmax,2,44,4,0.96,0.9583,0.9583,11,0.377848,0.0017,2.1,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.564836,0.1801,0.4677
mnist_01,reuploading,pca_minmax,3,45,4,0.6,0.4861,0.4628,1,0.690464,0.1139,2.3,,,,1.0,1.0,0.9861111111111112,0.9860869565217392,1.0,1.0,0.564836,0.1801,0.4677
mnist_01,reuploading,pca_minmax,4,46,4,0.56,0.5694,0.4861,1,0.839395,-0.0094,1.92,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.564836,0.1801,0.4677
mnist_01,amplitude,minmax_pi,0,42,3,0.46,0.5,0.3333,2,0.901867,-0.04,4.64,30.0,58.0,8.0,0.7222222222222222,0.7037037037037037,0.75,0.7482517482517483,0.6944444444444444,0.6923076923076923,,,
mnist_01,amplitude,minmax_pi,1,43,3,0.42,0.5417,0.5074,2,1.019503,-0.1217,4.73,,,,0.6805555555555556,0.6729211929685956,0.7638888888888888,0.7638433339764614,0.6527777777777778,0.6510951734832332,,,
mnist_01,amplitude,minmax_pi,2,44,3,0.52,0.5,0.3333,7,0.754949,0.02,4.6,,,,0.7083333333333334,0.6911133810010215,0.7777777777777778,0.7770897832817337,0.6944444444444444,0.6857142857142857,,,
mnist_01,amplitude,minmax_pi,3,45,3,0.7,0.7222,0.7203,3,0.67842,-0.0222,4.43,,,,0.75,0.746875,0.7638888888888888,0.7638433339764614,0.5833333333333334,0.583011583011583,,,
mnist_01,amplitude,minmax_pi,4,46,3,0.44,0.5139,0.3394,2,1.046152,-0.0739,4.54,,,,0.6666666666666666,0.6535685645549318,0.7777777777777778,0.7776061776061776,0.6805555555555556,0.6790075596045746,,,
mnist_01,amplitude,zscore_sigmoid,0,42,3,0.46,0.5139,0.3635,3,0.786105,-0.0539,4.65,31.0,59.0,8.0,0.7638888888888888,0.7531760435571688,0.75,0.7482517482517483,0.6666666666666666,0.6625,,,
mnist_01,amplitude,zscore_sigmoid,1,43,3,0.48,0.6111,0.6084,2,0.691296,-0.1311,4.5,,,,0.7083333333333334,0.7055501460564753,0.75,0.75,0.625,0.6214216163583253,,,
mnist_01,amplitude,zscore_sigmoid,2,44,3,0.52,0.5,0.3333,3,0.823366,0.02,4.15,,,,0.7361111111111112,0.7335929892891919,0.7777777777777778,0.7770897832817337,0.7222222222222222,0.71875,,,
mnist_01,amplitude,zscore_sigmoid,3,45,3,0.46,0.5139,0.4033,1,0.752336,-0.0539,4.52,,,,0.6805555555555556,0.6799999999999999,0.7638888888888888,0.7638433339764614,0.5833333333333334,0.583011583011583,,,
mnist_01,amplitude,zscore_sigmoid,4,46,3,0.62,0.5278,0.5185,2,0.681386,0.0922,4.55,,,,0.6666666666666666,0.6656346749226006,0.7916666666666666,0.7916264711557013,0.6944444444444444,0.6934984520123839,,,
mnist_01,amplitude,pca_minmax,0,42,2,0.52,0.4583,0.3351,1,0.767242,0.0617,2.23,19.0,32.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
mnist_01,amplitude,pca_minmax,1,43,2,0.84,0.7083,0.6812,4,0.603791,0.1317,2.24,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
mnist_01,amplitude,pca_minmax,2,44,2,0.24,0.7222,0.7222,8,0.760405,-0.4822,2.44,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
mnist_01,amplitude,pca_minmax,3,45,2,1.0,0.9583,0.9583,2,0.322147,0.0417,2.42,,,,1.0,1.0,0.9861111111111112,0.9860869565217392,1.0,1.0,,,
mnist_01,amplitude,pca_minmax,4,46,2,1.0,0.9167,0.9167,8,0.37162,0.0833,3.06,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
mnist_01,basis,pca_minmax,0,42,4,1.0,0.9861,0.9861,34,0.0,0.0139,2.82,17.0,52.0,6.0,0.9861111111111112,0.9861084314103801,0.9861111111111112,0.9861084314103801,0.9861111111111112,0.9861084314103801,,,
mnist_01,basis,pca_minmax,1,43,4,1.0,1.0,1.0,14,0.191263,0.0,1.54,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
mnist_01,basis,pca_minmax,2,44,4,1.0,1.0,1.0,19,1.3e-05,0.0,2.44,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
mnist_01,basis,pca_minmax,3,45,4,1.0,0.9722,0.9722,14,0.0,0.0278,2.33,,,,0.9722222222222222,0.9722007722007722,0.9722222222222222,0.9722007722007722,0.9722222222222222,0.9722007722007722,,,
mnist_01,basis,pca_minmax,4,46,4,1.0,1.0,1.0,15,0.001164,0.0,1.82,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
credit_fraud,angle_ry,pca_minmax,0,42,4,0.98,0.9694,0.4922,20,0.109715,0.0106,2.26,17.0,54.0,6.0,0.9872448979591837,0.8651530787753698,0.9897959183673469,0.8973821989528796,0.9744897959183674,0.6363636363636364,0.624905,0.0,0.9953
credit_fraud,angle_ry,pca_minmax,1,43,4,0.98,0.9694,0.4922,15,0.201602,0.0106,2.43,,,,0.9821428571428571,0.7895544136820308,0.9846938775510204,0.8294168842471714,0.9719387755102041,0.5697894841863713,0.624905,0.0,0.9953
credit_fraud,angle_ry,pca_minmax,2,44,4,0.98,0.9694,0.4922,8,0.300886,0.0106,1.81,,,,0.9923469387755102,0.926605504587156,0.9872448979591837,0.8776758409785932,0.9693877551020408,0.49222797927461137,0.624905,0.0,0.9953
credit_fraud,angle_ry,pca_minmax,3,45,4,0.98,0.9694,0.4922,15,0.23542,0.0106,2.18,,,,0.9744897959183674,0.6363636363636364,0.9872448979591837,0.8776758409785932,0.9693877551020408,0.49222797927461137,0.624905,0.0,0.9953
credit_fraud,angle_ry,pca_minmax,4,46,4,1.0,0.9694,0.4922,15,0.250522,0.0306,2.15,,,,0.9795918367346939,0.7447916666666667,0.9897959183673469,0.9064662371748986,0.9693877551020408,0.49222797927461137,0.624905,0.0,0.9953
credit_fraud,iqp_full,pca_minmax,0,42,4,0.96,0.9082,0.6155,4,0.528944,0.0518,1.97,34.0,80.0,18.0,0.9872448979591837,0.8651530787753698,0.9897959183673469,0.8973821989528796,0.9744897959183674,0.6363636363636364,0.018029,0.9022,-0.7197
credit_fraud,iqp_full,pca_minmax,1,43,4,0.98,0.9413,0.5589,7,0.488771,0.0387,2.23,,,,0.9821428571428571,0.7895544136820308,0.9846938775510204,0.8294168842471714,0.9719387755102041,0.5697894841863713,0.018029,0.9022,-0.7197
credit_fraud,iqp_full,pca_minmax,2,44,4,0.98,0.9821,0.7896,33,0.233464,-0.0021,2.83,,,,0.9923469387755102,0.926605504587156,0.9872448979591837,0.8776758409785932,0.9693877551020408,0.49222797927461137,0.018029,0.9022,-0.7197
credit_fraud,iqp_full,pca_minmax,3,45,4,0.98,0.9821,0.7896,15,0.319388,-0.0021,2.21,,,,0.9744897959183674,0.6363636363636364,0.9872448979591837,0.8776758409785932,0.9693877551020408,0.49222797927461137,0.018029,0.9022,-0.7197
credit_fraud,iqp_full,pca_minmax,4,46,4,1.0,0.9745,0.6364,23,0.29139,0.0255,2.84,,,,0.9795918367346939,0.7447916666666667,0.9897959183673469,0.9064662371748986,0.9693877551020408,0.49222797927461137,0.018029,0.9022,-0.7197
credit_fraud,reuploading,pca_minmax,0,42,4,1.0,0.9694,0.4922,15,0.321082,0.0306,2.15,26.0,76.0,12.0,0.9872448979591837,0.8651530787753698,0.9897959183673469,0.8973821989528796,0.9744897959183674,0.6363636363636364,0.564836,0.2348,0.9497
credit_fraud,reuploading,pca_minmax,1,43,4,0.98,0.9694,0.4922,10,0.227162,0.0106,2.43,,,,0.9821428571428571,0.7895544136820308,0.9846938775510204,0.8294168842471714,0.9719387755102041,0.5697894841863713,0.564836,0.2348,0.9497
credit_fraud,reuploading,pca_minmax,2,44,4,0.98,0.9694,0.4922,10,0.196254,0.0106,2.35,,,,0.9923469387755102,0.926605504587156,0.9872448979591837,0.8776758409785932,0.9693877551020408,0.49222797927461137,0.564836,0.2348,0.9497
credit_fraud,reuploading,pca_minmax,3,45,4,0.98,0.9694,0.4922,21,0.190288,0.0106,3.06,,,,0.9744897959183674,0.6363636363636364,0.9872448979591837,0.8776758409785932,0.9693877551020408,0.49222797927461137,0.564836,0.2348,0.9497
credit_fraud,reuploading,pca_minmax,4,46,4,1.0,0.9694,0.4922,6,0.287034,0.0306,2.0,,,,0.9795918367346939,0.7447916666666667,0.9897959183673469,0.9064662371748986,0.9693877551020408,0.49222797927461137,0.564836,0.2348,0.9497
credit_fraud,amplitude,minmax_pi,0,42,3,0.98,0.9694,0.4922,1,0.400107,0.0106,4.94,30.0,59.0,8.0,0.9897959183673469,0.8973821989528796,0.9846938775510204,0.8294168842471714,0.9719387755102041,0.5697894841863713,,,
credit_fraud,amplitude,minmax_pi,1,43,3,0.98,0.9694,0.4922,12,0.018319,0.0106,5.31,,,,0.9897959183673469,0.8973821989528796,0.9923469387755102,0.926605504587156,0.9693877551020408,0.49222797927461137,,,
